startup,sector,subsector,city,investor,investmenttype,amountinusd,date
"Holder, Turner and Kaufman",CleanTech,CleanTech Services,Hyderabad,"Investor_85, Investor_46",Seed,40630670.4,2005-06-21
Shea-Stephens,Logistics,Logistics Services,Gurgaon,"Investor_45, Investor_27, Investor_91",Series D+,867616.5,2014-04-04
Torres Inc,FoodTech,FoodTech Services,Chennai,"Investor_28, Investor_34",Pre-Seed,1051641.17,2017-08-06
Washington-Rhodes,FinTech,FinTech Services,Delhi,"Investor_63, Investor_24",Pre-Seed,1999558.83,2009-04-12
"Daniels, Henderson and Stewart",SaaS,SaaS Services,Noida,"Investor_32, Investor_37",Series C,8037871.59,2013-01-13
Ward Group,HealthTech,HealthTech Services,Pune,"Investor_38, Investor_56",Pre-Seed,837078.65,2011-05-06
Harris Inc,AgriTech,AgriTech Services,Bengaluru,Investor_62,Series D+,13430859.24,2007-12-15
"Berger, Turner and Maldonado",Logistics,Logistics Services,Gurgaon,"Investor_31, Investor_55",Seed,724690.45,2007-06-08
"Perez, Anderson and Matthews",AI/ML,AI/ML Services,Pune,Investor_66,Series A,2295843.95,2022-06-09
Freeman Inc,CleanTech,CleanTech Services,Gurgaon,"Investor_15, Investor_99, Investor_55",Seed,3183135.45,2020-10-06
"Harris, Robbins and Miller",E-Commerce,E-Commerce Services,Mumbai,Investor_19,Pre-Seed,31995095.11,2014-07-25
Hale Group,AgriTech,AgriTech Services,Bengaluru,"Investor_42, Investor_32",Seed,325523.81,2020-10-24
"Bell, White and Hill",SaaS,SaaS Services,Delhi,Investor_25,Series A,1790544.37,2020-09-20
Valenzuela LLC,SaaS,SaaS Services,Noida,Investor_78,Series C,359743.93,2014-10-17
"Knapp, Reese and Graham",SaaS,SaaS Services,Gurgaon,"Investor_30, Investor_47",Series A,2913936.32,2018-08-11
Kane PLC,FoodTech,FoodTech Services,Pune,"Investor_42, Investor_27",Pre-Seed,4216047.08,2009-09-23
"Woods, Anderson and Gardner",E-Commerce,E-Commerce Services,Pune,"Investor_78, Investor_39",Series B,3127088.97,2015-10-22
Dunn and Sons,E-Commerce,E-Commerce Services,Hyderabad,Investor_76,Series C,7081648.24,2005-09-24
"Powell, Hubbard and Black",EdTech,EdTech Services,Mumbai,"Investor_90, Investor_35",Seed,2372462.99,2007-10-22
"James, Roberts and Black",E-Commerce,E-Commerce Services,Chennai,"Investor_29, Investor_35",Seed,625661.24,2005-11-03
Montgomery-Smith,EdTech,EdTech Services,Kolkata,Investor_55,Series A,141957.32,2008-01-18
Davis LLC,FoodTech,FoodTech Services,Mumbai,"Investor_59, Investor_65",Series A,9752307.03,2015-11-08
"Murphy, Thomas and Jordan",AI/ML,AI/ML Services,Pune,"Investor_87, Investor_24, Investor_80",Pre-Seed,16076074.5,2021-09-10
Ramirez-King,CleanTech,CleanTech Services,Bengaluru,"Investor_67, Investor_32",Seed,5822267.82,2009-10-07
Chapman-Reynolds,FoodTech,FoodTech Services,Pune,Investor_47,Series D+,43698.93,2015-07-21
Davis Inc,HealthTech,HealthTech Services,Pune,"Investor_63, Investor_93",Series A,680425.2,2003-09-27
Garcia-Lambert,E-Commerce,E-Commerce Services,Mumbai,Investor_6,Series A,340345.45,2010-10-04
Maldonado PLC,SaaS,SaaS Services,Gurgaon,"Investor_48, Investor_37",Series A,1293233.11,2004-03-21
"Smith, Wood and Sherman",FinTech,FinTech Services,Gurgaon,"Investor_87, Investor_73",Series D+,23281096.06,2011-09-02
Pollard-Doyle,CleanTech,CleanTech Services,Chennai,"Investor_64, Investor_25, Investor_72",Seed,2969695.22,2008-04-13
Wilson-Nichols,FinTech,FinTech Services,Mumbai,"Investor_98, Investor_48",Pre-Seed,11669394.29,2011-11-20
Nelson-Benson,EdTech,EdTech Services,Ahmedabad,"Investor_48, Investor_21",Series B,2359992.84,2005-12-19
Waters-Bell,EdTech,EdTech Services,Kolkata,"Investor_82, Investor_62, Investor_77",Series B,988934.89,2017-04-10
"Harris, Ponce and Larson",AgriTech,AgriTech Services,Hyderabad,"Investor_56, Investor_15, Investor_81",Pre-Seed,326107.29,2020-06-19
"White, Anderson and Mills",CleanTech,CleanTech Services,Kolkata,"Investor_52, Investor_39",Seed,2437726.65,2018-12-08
"Durham, Davis and Cuevas",FoodTech,FoodTech Services,Hyderabad,"Investor_78, Investor_1",Series C,792030.75,2013-12-16
Barber LLC,HealthTech,HealthTech Services,Mumbai,"Investor_74, Investor_72, Investor_76",Series A,3187597.78,2019-06-10
Watson-Clark,AgriTech,AgriTech Services,Pune,"Investor_43, Investor_42, Investor_100",Series A,1715411.97,2008-07-26
Lewis-Fisher,Logistics,Logistics Services,Hyderabad,"Investor_86, Investor_5, Investor_1",Seed,6378158.91,2009-11-05
Harris Inc,FoodTech,FoodTech Services,Noida,"Investor_45, Investor_75",Series D+,32461602.79,2003-01-25
"Cuevas, Allen and Jenkins",EdTech,EdTech Services,Kolkata,Investor_78,Series A,656067.65,2019-10-24
"Perry, Miles and Brown",FoodTech,FoodTech Services,Ahmedabad,Investor_35,Series B,326837.2,2017-12-04
Schwartz-Drake,E-Commerce,E-Commerce Services,Noida,Investor_50,Seed,15967501.76,2015-07-22
Wright-Kelly,EdTech,EdTech Services,Ahmedabad,Investor_57,Series C,25743087.93,2005-01-17
"Carey, Bryant and Thomas",E-Commerce,E-Commerce Services,Hyderabad,Investor_17,Seed,1936421.79,2008-11-10
"Mccall, Ramirez and Washington",SaaS,SaaS Services,Pune,Investor_98,Series D+,941130.89,2010-06-13
"Torres, Rojas and Cain",HealthTech,HealthTech Services,Gurgaon,"Investor_55, Investor_66, Investor_20",Series A,653456.17,2017-05-18
Farmer-Jackson,SaaS,SaaS Services,Mumbai,"Investor_28, Investor_64",Series C,2812652.87,2007-02-28
Wilson-Armstrong,HealthTech,HealthTech Services,Noida,"Investor_20, Investor_37",Series B,1991797.25,2019-09-23
Brown-Duarte,CleanTech,CleanTech Services,Pune,Investor_83,Seed,1043424.02,2014-02-14
Davis and Sons,AI/ML,AI/ML Services,Gurgaon,"Investor_75, Investor_24",Pre-Seed,516948.27,2010-08-15
"Robertson, Caldwell and Graham",SaaS,SaaS Services,Mumbai,Investor_29,Pre-Seed,1884723.95,2003-10-27
Gallagher Group,E-Commerce,E-Commerce Services,Pune,"Investor_48, Investor_40, Investor_1",Series C,423682.94,2015-01-12
"Sims, Mccarthy and Fowler",AgriTech,AgriTech Services,Kolkata,"Investor_43, Investor_37, Investor_22",Series B,1402471.53,2008-10-19
Huber-Lowe,FoodTech,FoodTech Services,Kolkata,"Investor_42, Investor_52",Series A,72579.43,2018-02-04
Benson-Bell,E-Commerce,E-Commerce Services,Kolkata,"Investor_55, Investor_47",Series D+,1436977.17,2011-09-19
Miller-Cook,FinTech,FinTech Services,Delhi,Investor_73,Series B,367526.29,2018-06-17
Meyer PLC,AgriTech,AgriTech Services,Kolkata,Investor_35,Series C,106912.69,2021-10-20
Wilson Group,AI/ML,AI/ML Services,Chennai,"Investor_88, Investor_59",Series C,2409034.83,2015-05-05
Huang LLC,FinTech,FinTech Services,Noida,"Investor_47, Investor_72",Series C,2641342.69,2005-02-18
Kelley-Brown,CleanTech,CleanTech Services,Ahmedabad,"Investor_89, Investor_15, Investor_40",Series B,5407577.53,2015-11-02
Holmes-Vaughn,FinTech,FinTech Services,Gurgaon,"Investor_74, Investor_78, Investor_63",Pre-Seed,6874300.14,2008-03-15
Green Group,AgriTech,AgriTech Services,Hyderabad,"Investor_58, Investor_62, Investor_3",Series C,1128513.08,2005-12-27
"Rivera, Phelps and Brewer",E-Commerce,E-Commerce Services,Pune,"Investor_38, Investor_78, Investor_20",Pre-Seed,6856677.05,2003-02-13
Roach LLC,AgriTech,AgriTech Services,Kolkata,"Investor_10, Investor_39, Investor_57",Series A,77473.51,2020-02-09
Dunn Ltd,FinTech,FinTech Services,Bengaluru,"Investor_43, Investor_49",Series D+,23663279.34,2006-05-16
"Patton, Perez and Wong",HealthTech,HealthTech Services,Noida,"Investor_61, Investor_80, Investor_90",Series A,757576.48,2019-10-07
Baird-Murphy,Logistics,Logistics Services,Delhi,"Investor_98, Investor_29",Series B,4745465.39,2016-12-02
Cole Ltd,Logistics,Logistics Services,Gurgaon,"Investor_7, Investor_6, Investor_26",Seed,1558698.85,2005-04-14
Thompson-Warren,CleanTech,CleanTech Services,Bengaluru,"Investor_14, Investor_33, Investor_41",Series D+,3006852.55,2017-07-03
Campbell-Thompson,FinTech,FinTech Services,Noida,"Investor_81, Investor_76, Investor_88",Pre-Seed,181971.16,2018-06-06
Stewart PLC,HealthTech,HealthTech Services,Ahmedabad,"Investor_96, Investor_49",Series A,2130733.85,2012-03-23
Mendez Group,SaaS,SaaS Services,Bengaluru,Investor_54,Series D+,89404.82,2011-05-19
"Warren, Hansen and Parks",FoodTech,FoodTech Services,Bengaluru,"Investor_14, Investor_63",Seed,1149160.55,2021-06-09
"Edwards, Ward and Harris",AI/ML,AI/ML Services,Bengaluru,"Investor_49, Investor_80, Investor_70",Series C,13916225.09,2004-06-15
Hale Ltd,FinTech,FinTech Services,Ahmedabad,Investor_6,Series C,497242.2,2019-11-10
Lopez-Mcdaniel,E-Commerce,E-Commerce Services,Chennai,Investor_2,Series B,815013.19,2013-11-13
"Knight, Fisher and Gonzalez",E-Commerce,E-Commerce Services,Ahmedabad,"Investor_79, Investor_58, Investor_19",Pre-Seed,16314761.91,2014-11-25
Ramirez-Jones,FoodTech,FoodTech Services,Noida,Investor_1,Seed,4789581.6,2017-04-26
Burke-Gonzalez,Logistics,Logistics Services,Ahmedabad,"Investor_32, Investor_99, Investor_30",Series A,305823.42,2016-09-11
Brown and Sons,AI/ML,AI/ML Services,Hyderabad,Investor_24,Pre-Seed,5064134.31,2019-10-14
Coleman Ltd,EdTech,EdTech Services,Kolkata,Investor_19,Series A,1000134.46,2010-08-21
Simmons-Jones,AgriTech,AgriTech Services,Kolkata,"Investor_9, Investor_95",Series D+,569608.45,2006-12-09
Smith-Brooks,CleanTech,CleanTech Services,Bengaluru,"Investor_48, Investor_18",Seed,1544976.34,2003-08-07
Little-Kennedy,SaaS,SaaS Services,Bengaluru,"Investor_94, Investor_25",Seed,381551.22,2016-06-25
"Barnett, Rivera and Kennedy",AgriTech,AgriTech Services,Noida,"Investor_18, Investor_59, Investor_13",Series A,2065087.99,2012-02-22
Underwood-Vasquez,Logistics,Logistics Services,Hyderabad,Investor_81,Series C,3019068.94,2019-11-19
Peterson Inc,SaaS,SaaS Services,Kolkata,Investor_7,Series D+,1155400.2,2012-11-14
"Chang, Yates and Cruz",AI/ML,AI/ML Services,Delhi,Investor_66,Seed,1292536.29,2011-04-04
Martin-Bird,AI/ML,AI/ML Services,Mumbai,Investor_84,Series B,457860.17,2016-06-23
Little-Galloway,E-Commerce,E-Commerce Services,Gurgaon,Investor_17,Pre-Seed,1103159.7,2010-05-05
Scott-Shelton,FinTech,FinTech Services,Ahmedabad,Investor_12,Series A,2988776.17,2010-01-19
Gould-Ellis,HealthTech,HealthTech Services,Pune,"Investor_37, Investor_24",Series D+,1130758.62,2020-10-15
Parks Group,HealthTech,HealthTech Services,Delhi,"Investor_64, Investor_80, Investor_90",Series A,5723359.97,2013-04-10
Dougherty-Chen,HealthTech,HealthTech Services,Delhi,"Investor_81, Investor_24, Investor_90",Series C,333125.6,2006-08-18
Stokes-Johnson,AgriTech,AgriTech Services,Kolkata,Investor_13,Seed,439744.58,2010-06-06
Miller PLC,EdTech,EdTech Services,Hyderabad,Investor_73,Series C,2515371.09,2004-09-17
Austin-Olson,AI/ML,AI/ML Services,Hyderabad,"Investor_1, Investor_78, Investor_49",Pre-Seed,1643367.86,2006-08-18
Santos-Johnson,Logistics,Logistics Services,Noida,"Investor_73, Investor_88, Investor_41",Series A,134749.85,2009-10-08
Brown PLC,EdTech,EdTech Services,Ahmedabad,"Investor_43, Investor_97, Investor_78",Series C,589727.09,2018-04-17
"Rogers, Jones and Montgomery",E-Commerce,E-Commerce Services,Bengaluru,"Investor_61, Investor_22",Seed,1166648.57,2020-03-12
Irwin Ltd,CleanTech,CleanTech Services,Ahmedabad,Investor_40,Series A,865047.36,2020-05-07
Robertson and Sons,EdTech,EdTech Services,Kolkata,"Investor_83, Investor_66, Investor_23",Pre-Seed,9626854.15,2017-01-17
Wells-Ryan,E-Commerce,E-Commerce Services,Pune,"Investor_30, Investor_12",Series C,2232975.12,2011-01-17
Johnson-Gibson,AgriTech,AgriTech Services,Mumbai,Investor_9,Seed,1960563.0,2011-12-02
Douglas-Russell,AI/ML,AI/ML Services,Kolkata,"Investor_69, Investor_10, Investor_100",Series D+,2883926.63,2018-02-15
"Perez, Sherman and Roberts",AI/ML,AI/ML Services,Gurgaon,"Investor_59, Investor_7",Series A,5089963.88,2020-04-03
Lopez Group,EdTech,EdTech Services,Chennai,Investor_60,Series A,749061.32,2006-01-10
Brown-Gill,FoodTech,FoodTech Services,Chennai,"Investor_70, Investor_93",Series D+,2101447.9,2015-02-16
"Garcia, Brooks and Kane",AI/ML,AI/ML Services,Bengaluru,"Investor_100, Investor_4",Pre-Seed,2577566.67,2012-03-14
Lewis-Martinez,FinTech,FinTech Services,Noida,Investor_59,Series C,13322298.61,2004-05-19
Bowers-Chang,SaaS,SaaS Services,Mumbai,Investor_37,Series D+,1596020.89,2021-10-08
Morgan Ltd,CleanTech,CleanTech Services,Delhi,"Investor_27, Investor_40, Investor_11",Pre-Seed,1421032.69,2012-05-03
Hernandez LLC,EdTech,EdTech Services,Bengaluru,"Investor_16, Investor_15, Investor_49",Series B,711024.09,2016-08-19
Smith-Smith,Logistics,Logistics Services,Noida,Investor_81,Series B,750606.73,2013-08-14
Davis PLC,FoodTech,FoodTech Services,Bengaluru,"Investor_73, Investor_91",Series B,291987.35,2022-08-19
Baxter-Parker,AI/ML,AI/ML Services,Noida,Investor_87,Series D+,382539.09,2011-12-12
"Mckay, Tyler and Mitchell",CleanTech,CleanTech Services,Delhi,"Investor_55, Investor_36",Series C,506524.12,2022-05-07
"Vincent, Brown and Austin",Logistics,Logistics Services,Pune,"Investor_70, Investor_46",Series D+,395800.89,2004-10-09
"Williams, Turner and Shepherd",FoodTech,FoodTech Services,Mumbai,"Investor_65, Investor_84, Investor_13",Series D+,12250434.61,2016-06-19
"Robinson, Schroeder and Cox",EdTech,EdTech Services,Chennai,"Investor_72, Investor_96, Investor_69",Pre-Seed,1951394.24,2007-05-06
Carter-Sanders,EdTech,EdTech Services,Gurgaon,Investor_84,Series A,569673.33,2012-09-11
"Richards, Miller and Green",FoodTech,FoodTech Services,Mumbai,"Investor_71, Investor_82",Series B,145790.97,2003-04-24
Burch-Gibson,SaaS,SaaS Services,Kolkata,"Investor_55, Investor_36, Investor_4",Series C,51135189.86,2018-06-15
Hardin Group,FinTech,FinTech Services,Bengaluru,Investor_99,Pre-Seed,1111341.57,2011-08-10
Jacobs Group,FinTech,FinTech Services,Bengaluru,"Investor_62, Investor_3",Series B,32601.76,2012-07-12
"Villarreal, Murray and Mayo",AI/ML,AI/ML Services,Noida,"Investor_86, Investor_98",Series C,37073.51,2018-11-11
"Guerra, Anderson and Miller",FoodTech,FoodTech Services,Noida,"Investor_45, Investor_79, Investor_72",Series C,659734.03,2004-04-17
Robertson Group,FinTech,FinTech Services,Pune,"Investor_40, Investor_8, Investor_75",Seed,723845.12,2011-12-24
Rose PLC,SaaS,SaaS Services,Kolkata,Investor_3,Series D+,6063748.06,2010-02-06
Miller-Sellers,AI/ML,AI/ML Services,Gurgaon,"Investor_1, Investor_3",Pre-Seed,1428221.57,2017-09-24
Nielsen-Cole,E-Commerce,E-Commerce Services,Gurgaon,"Investor_18, Investor_89, Investor_10",Seed,3522114.93,2006-01-25
Cowan LLC,AgriTech,AgriTech Services,Pune,"Investor_56, Investor_81",Pre-Seed,6609892.64,2022-02-23
"Anderson, Montgomery and Hill",AgriTech,AgriTech Services,Gurgaon,"Investor_77, Investor_59",Pre-Seed,498331.68,2019-06-21
"Adams, Smith and Cole",SaaS,SaaS Services,Delhi,"Investor_28, Investor_15, Investor_85",Series B,2031455.02,2016-10-16
"Ware, Ellis and Trevino",EdTech,EdTech Services,Ahmedabad,Investor_50,Seed,1928848.13,2020-08-25
Taylor Inc,FinTech,FinTech Services,Noida,"Investor_29, Investor_66, Investor_43",Series A,529914.28,2009-05-16
"Sosa, Miller and Bush",AI/ML,AI/ML Services,Chennai,Investor_10,Series D+,6268656.91,2017-08-27
Chambers Inc,Logistics,Logistics Services,Mumbai,"Investor_59, Investor_50, Investor_64",Series B,2237805.79,2020-11-08
Gonzales and Sons,FinTech,FinTech Services,Pune,Investor_84,Series A,1980520.3,2018-08-16
Santana-Martinez,SaaS,SaaS Services,Mumbai,"Investor_98, Investor_59, Investor_60",Series B,311793.34,2020-06-22
Jackson-Stark,HealthTech,HealthTech Services,Pune,"Investor_6, Investor_54",Series B,6155.04,2015-04-07
Thomas-Acevedo,HealthTech,HealthTech Services,Kolkata,"Investor_6, Investor_82, Investor_83",Pre-Seed,28229306.32,2018-08-21
Floyd Ltd,SaaS,SaaS Services,Ahmedabad,Investor_68,Seed,5753233.1,2011-02-17
Hughes PLC,AI/ML,AI/ML Services,Mumbai,Investor_47,Series A,37204.36,2011-07-10
Meadows LLC,E-Commerce,E-Commerce Services,Chennai,"Investor_80, Investor_84",Series B,2236787.52,2008-03-21
Harrell Ltd,SaaS,SaaS Services,Mumbai,Investor_21,Pre-Seed,2538655.84,2007-06-16
Levine PLC,E-Commerce,E-Commerce Services,Hyderabad,Investor_2,Pre-Seed,10519450.77,2016-09-23
"Garrison, Reyes and Dickson",FinTech,FinTech Services,Ahmedabad,Investor_30,Series A,101244.8,2010-05-13
Hunt Inc,E-Commerce,E-Commerce Services,Mumbai,"Investor_100, Investor_50, Investor_61",Seed,1279363.35,2008-06-18
Smith-Duran,E-Commerce,E-Commerce Services,Hyderabad,"Investor_92, Investor_91, Investor_30",Series A,2093439.2,2011-10-03
Clark Ltd,SaaS,SaaS Services,Kolkata,"Investor_59, Investor_40, Investor_75",Series C,20801863.05,2013-07-18
Smith-Luna,EdTech,EdTech Services,Ahmedabad,"Investor_67, Investor_37, Investor_85",Series D+,1282187.51,2003-06-16
"Collins, Crawford and Barnes",HealthTech,HealthTech Services,Mumbai,"Investor_40, Investor_29, Investor_32",Seed,10182979.07,2006-02-24
"Griffin, Williams and Jefferson",FinTech,FinTech Services,Gurgaon,"Investor_40, Investor_80, Investor_59",Pre-Seed,4772069.54,2009-11-09
Brooks-Bowen,AgriTech,AgriTech Services,Hyderabad,"Investor_33, Investor_73, Investor_62",Series A,497386.54,2014-01-12
Gomez-Foster,HealthTech,HealthTech Services,Bengaluru,"Investor_58, Investor_70",Series B,37879272.32,2003-06-10
"Smith, Figueroa and Bailey",HealthTech,HealthTech Services,Pune,Investor_58,Series C,554121.76,2018-10-24
"Mcdonald, Evans and Francis",CleanTech,CleanTech Services,Mumbai,Investor_95,Series A,6018655.62,2005-09-14
"Macdonald, Ward and Bond",FinTech,FinTech Services,Chennai,"Investor_15, Investor_62, Investor_8",Series C,3717854.11,2020-08-04
Bennett-Carter,SaaS,SaaS Services,Ahmedabad,"Investor_99, Investor_31, Investor_38",Pre-Seed,193208.16,2021-06-11
Small-Dawson,AI/ML,AI/ML Services,Chennai,Investor_60,Series A,3959025.56,2008-08-02
Cook and Sons,FinTech,FinTech Services,Noida,Investor_28,Series C,1369343.08,2013-05-05
"Chavez, Clark and Diaz",EdTech,EdTech Services,Ahmedabad,Investor_88,Series C,416460.98,2014-03-04
"Schwartz, Nunez and Smith",AgriTech,AgriTech Services,Delhi,"Investor_11, Investor_29",Pre-Seed,18630514.06,2010-04-13
Hopkins-Hill,EdTech,EdTech Services,Noida,"Investor_10, Investor_93",Pre-Seed,1147659.39,2015-08-27
"Williams, Sanchez and Williams",FoodTech,FoodTech Services,Hyderabad,"Investor_13, Investor_67, Investor_47",Series C,1178123.3,2006-06-28
"Morgan, Hale and Edwards",CleanTech,CleanTech Services,Kolkata,Investor_50,Seed,4912697.66,2012-09-15
Green and Sons,SaaS,SaaS Services,Kolkata,Investor_70,Series C,1602614.0,2008-06-06
Davis-Mitchell,AI/ML,AI/ML Services,Chennai,"Investor_89, Investor_96",Pre-Seed,5924439.24,2021-03-08
Hobbs LLC,FoodTech,FoodTech Services,Mumbai,"Investor_29, Investor_10",Series D+,98503554.93,2019-12-27
Hayes-Ewing,AgriTech,AgriTech Services,Delhi,"Investor_82, Investor_26, Investor_49",Series D+,337596.39,2004-12-01
Dixon Group,EdTech,EdTech Services,Pune,Investor_67,Pre-Seed,336603.6,2020-08-25
"Black, Taylor and Clark",E-Commerce,E-Commerce Services,Gurgaon,Investor_41,Series C,1961255.35,2017-09-08
Sims-Allen,Logistics,Logistics Services,Ahmedabad,Investor_48,Series A,2110540.34,2009-05-19
Ryan LLC,FoodTech,FoodTech Services,Chennai,"Investor_3, Investor_20, Investor_27",Pre-Seed,11837169.7,2019-02-15
Hudson-Diaz,E-Commerce,E-Commerce Services,Hyderabad,"Investor_83, Investor_85, Investor_23",Series A,4616728.41,2005-11-21
"Wilson, Hutchinson and Johnson",Logistics,Logistics Services,Kolkata,"Investor_72, Investor_20",Pre-Seed,232627.65,2005-04-26
"Jackson, Dennis and Klein",SaaS,SaaS Services,Mumbai,Investor_45,Pre-Seed,1394088.71,2005-11-24
Wright-Johnson,FoodTech,FoodTech Services,Noida,"Investor_56, Investor_12, Investor_14",Seed,702457.44,2014-07-28
"Adams, Cox and Estrada",CleanTech,CleanTech Services,Gurgaon,"Investor_81, Investor_97",Series A,5223402.59,2020-08-01
Young-Neal,AgriTech,AgriTech Services,Pune,Investor_64,Seed,2564810.19,2003-10-10
Wheeler-Howard,FoodTech,FoodTech Services,Mumbai,"Investor_53, Investor_52",Series A,1527710.99,2004-12-02
Gillespie LLC,HealthTech,HealthTech Services,Hyderabad,"Investor_35, Investor_26, Investor_54",Pre-Seed,3299513.08,2020-10-18
"Kline, Wilkins and Sanders",AgriTech,AgriTech Services,Delhi,"Investor_53, Investor_57",Series D+,3928423.14,2015-05-09
